functional,species,month,date,location,site,site.id,site.grp,start,end,turbidity.ntu,turbidity.group,visibility.m,salinity.psu,tds.ppt,do.mg.l,do.%.sat,turbidity.probe,nitrate.mg.l,nitrate.mv,temp.c,max.turbidity.probe,tl,depth,followed.min,turf.total,unk.oth.macro.total,d.versluysii.total,g.salicornia.total,coral.total,btw.branches.total,cca.total,sponge.total,other.total,total.total,turf,macro,coral,cca,sponge,mucus,other,total,turf.avg,macro.avg,coral.avg,cca.avg,sponge.avg,mucus.avg,other.avg,total.avg,ses,comments,diver,bc.branching,bc.rubble,bc.rock,bc.sand,bc.sponge,bc.plate,bc.cca,bc.turf,bc.macro
Grazer,Z. flavescens,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,10.0,1,3,19,0,0,0,0,53,0,0,0,72,6.3,0.0,0.0,0.0,0.0,17.7,0.0,24.0,19.8,0.0,0.0,0.0,0.0,7.7,0.0,27.5,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,11.0,1,3,74,0,0,0,0,0,0,0,0,74,24.7,0.0,0.0,0.0,0.0,0.0,0.0,24.7,19.8,0.0,0.0,0.0,0.0,7.7,0.0,27.5,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,10.0,1,3,53,0,0,0,0,0,0,0,0,53,17.7,0.0,0.0,0.0,0.0,0.0,0.0,17.7,19.8,0.0,0.0,0.0,0.0,7.7,0.0,27.5,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,14.0,1.5,1.6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,JM,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,12.0,1,1.417,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,JM,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,16.0,1.5,3,4,0,0,0,0,0,0,0,0,4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,Y,-,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,14.0,1.5,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,,-,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,14.0,1,2.5,32,0,0,0,0,0,0,0,0,32,12.8,0.0,0.0,0.0,0.0,0.0,0.0,12.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,15.0,1,1.5,25,0,0,0,0,0,0,0,0,25,16.7,0.0,0.0,0.0,0.0,0.0,0.0,16.7,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,12.0,1,3,25,0,0,0,0,0,0,0,0,25,8.3,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,6.0,1.5,3,26,0,0,0,0,0,0,0,0,26,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.5,0.0,0.1,0.0,0.0,0.0,0.0,10.6,,-,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,9.0,1.5,3,18,0,0,0,1,0,0,0,0,19,6.0,0.0,0.3,0.0,0.0,0.0,0.0,6.3,10.5,0.0,0.1,0.0,0.0,0.0,0.0,10.6,,no scars,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,9.0,1.5,3,31,0,0,0,0,0,0,0,0,31,10.3,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.5,0.0,0.1,0.0,0.0,0.0,0.0,10.6,,-,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,5.0,1,3,51,0,0,0,0,0,0,0,0,51,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.5,0.0,0.1,0.0,0.0,0.0,0.0,10.6,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,13.0,2,2.85,1,0,0,0,0,0,0,0,0,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,12.0,1.5,2.5,20,0,0,0,0,0,0,0,0,20,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Y,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,14.0,2,3,81,0,0,0,0,0,0,0,0,81,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,5.0,1,3,0,0,0,0,0,46,0,0,0,46,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Y,turf,LT,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,8.0,1,3,0,0,0,0,0,14,0,0,0,14,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Y,turf,LT,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,8.0,3,3,9,0,0,0,0,0,0,0,0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Y,-,LT,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,12.0,1.5,3,6,0,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,10.0,1.5,1.133,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,Z. flavescens,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,12.0,1,3,11,0,0,0,0,0,0,0,0,11,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Y,-,LT,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,Z. flavescens,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,15.0,2,1.5,3,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,10.0,1,3,10,0,0,0,0,5,0,0,0,15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,,turf,LT,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,18.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,18.0,1.5,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,13.0,2,3,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,no scars,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,13.0,2,2.167,1,0,0,0,0,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,4.0,1.5,3,8,0,0,0,6,0,0,0,0,14,2.7,0.0,2.0,0.0,0.0,0.0,0.0,4.7,11.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,,no scars,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,8.0,2,3,58,0,0,0,0,0,0,0,0,58,19.3,0.0,0.0,0.0,0.0,0.0,0.0,19.3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,16.0,1.5,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,12.4,,-,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,7.0,1,3,79,0,0,0,0,0,0,0,0,79,26.3,0.0,0.0,0.0,0.0,0.0,0.0,26.3,12.4,0.0,0.0,0.0,0.0,0.0,0.0,12.4,,-,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,10.0,1.5,3,33,0,0,0,0,0,0,0,0,33,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,12.4,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,7.0,0.7,2.5,89,0,0,0,0,0,0,0,0,89,35.6,0.0,0.0,0.0,0.0,0.0,0.0,35.6,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,Y,-,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,8.0,0.5,3,55,0,0,0,0,0,0,0,5,60,18.3,0.0,0.0,0.0,0.0,0.0,1.7,20.0,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,cyanobacteria,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,8.0,0.75,3,101,0,0,0,0,0,0,0,0,101,33.7,0.0,0.0,0.0,0.0,0.0,0.0,33.7,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,-,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,9.0,1,5,4,0,0,0,0,0,0,0,0,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,-,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,5.0,1,3,11,0,0,0,5,0,0,0,1,17,3.7,0.0,1.7,0.0,0.0,0.0,0.3,5.7,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,something floating in water column,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,6.0,0.5,3,23,0,0,0,0,5,0,0,0,28,9.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,turf,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,12.0,0.5,3,44,0,0,0,0,0,0,0,0,44,14.7,0.0,0.0,0.0,0.0,0.0,0.0,14.7,16.6,0.0,0.2,0.0,0.0,0.0,0.3,17.1,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,Z. flavescens,10,10/19/2023,L1 - South Bay,3,L1S3,B,12:45,13:15,1.528,-,5.15,37.50,36.09,5.94,92.89,6.16,5.41,87.88,27.80093593,8.338322,14.0,2,3,4,0,0,0,0,0,0,0,0,4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,10,10/19/2023,L1 - South Bay,3,L1S3,B,12:45,13:15,1.528,-,5.15,37.50,36.09,5.94,92.89,6.16,5.41,87.88,27.80093593,8.338322,15.0,2,3,10,0,0,0,0,0,0,0,0,10,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,10,10/19/2023,L1 - South Bay,3,L1S3,B,12:45,13:15,1.528,-,5.15,37.50,36.09,5.94,92.89,6.16,5.41,87.88,27.80093593,8.338322,15.0,2,3,7,0,0,0,0,0,0,0,0,7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,10,10/19/2023,L1 - South Bay,3,L1S3,B,12:45,13:15,1.528,-,5.15,37.50,36.09,5.94,92.89,6.16,5.41,87.88,27.80093593,8.338322,16.0,1.5,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,-,JM,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,1,L2S1,C,10:55,11:25,1.454,<1.5,9.45,37.17,35.80,5.61,87.90,0.21,6.10,85.93,28.01219122,0.7757586,13.0,2,3,8,0,0,0,0,0,0,0,0,8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,Y,ate right at the end,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,1,L2S1,C,10:55,11:25,1.454,<1.5,9.45,37.17,35.80,5.61,87.90,0.21,6.10,85.93,28.01219122,0.7757586,12.0,2,3,20,0,0,0,0,0,0,0,0,20,6.7,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,1,L2S1,C,10:55,11:25,1.454,<1.5,9.45,37.17,35.80,5.61,87.90,0.21,6.10,85.93,28.01219122,0.7757586,15.0,2,3,9,0,0,0,0,0,0,0,0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,1,L2S1,C,10:55,11:25,1.454,<1.5,9.45,37.17,35.80,5.61,87.90,0.21,6.10,85.93,28.01219122,0.7757586,16.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,2,L2S2,C,11:55,12:30,0.783,<1.5,8.60,37.05,35.69,6.08,95.61,0.27,5.43,87.95,28.28386023,0.399838,14.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,2,L2S2,C,11:55,12:30,0.783,<1.5,8.60,37.05,35.69,6.08,95.61,0.27,5.43,87.95,28.28386023,0.399838,14.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,2,L2S2,C,11:55,12:30,0.783,<1.5,8.60,37.05,35.69,6.08,95.61,0.27,5.43,87.95,28.28386023,0.399838,17.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,2,L2S2,C,11:55,12:30,0.783,<1.5,8.60,37.05,35.69,6.08,95.61,0.27,5.43,87.95,28.28386023,0.399838,11.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,3,L2S3,B,12:55,13:27,1.376,<1.5,5.20,37.10,35.73,6.44,102.03,0.39,5.65,87.42,28.77651176,0.7696242,15.0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,Z. flavescens,10,10/20/2023,L2 - Mid Bay,3,L2S3,B,12:55,13:27,1.376,<1.5,5.20,37.10,35.73,6.44,102.03,0.39,5.65,87.42,28.77651176,0.7696242,15.0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,Z. flavescens,10,10/26/2023,L3 - North Bay,2,L3S2,C,10:40,11:13,1.331,<1.5,3.15,37.02,35.69,4.47,69.11,0.00,5.84,86.55,27.56133844,0.399838,13.0,1,3,5,0,0,0,0,0,0,0,0,5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,5.3,0.0,0.1,0.0,0.0,0.0,0.0,5.4,,-,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,Z. flavescens,10,10/26/2023,L3 - North Bay,2,L3S2,C,10:40,11:13,1.331,<1.5,3.15,37.02,35.69,4.47,69.11,0.00,5.84,86.55,27.56133844,0.399838,7.0,1,3,56,0,0,0,2,0,0,0,0,58,18.7,0.0,0.7,0.0,0.0,0.0,0.0,19.3,5.3,0.0,0.1,0.0,0.0,0.0,0.0,5.4,,no scars,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
